"User","Location","Date of Review","Review Title","Review"
"rajnavarro","Davao City, Philippines","March 31, 2016","Strolling around, alone but happy","Everytime I go to this park, I never feel like I am alone because it is a very lively park, filled with simple man-made figures where you can take pictures and stuff. If you wanna enjoy a cozy afternoon with some snacks and good friends with you, people's park will absolutely give you a great atmosphere and guess what, there are also a lot of areas where you can enjoy your snacks while chattering. Very clean environment with relaxing music. No entrance fee. Just make sure you're not carrying prohibited stuff with you."
"Christine M","Cagayan de Oro","March 25, 2016","I became a little girl again!","After Museo Dabawenyo, the service driver dropped us at People's Park and again we were thinking, hmmm.. Why here? It's just full of trees.. Wrong! As we went inside we were awed to the scenic view and activities people's park has to offer. We had our pictures taken between the bamboo trees like aspiring models, posed together with Philippine eagle and tribal statue, had a relaxing and breezy moment below the bamboo trees and lastly my favorite part was feeding the pigeons!! We enjoyed every moment of it like kids "
"GraceJ1"," ","March 24, 2016","Outing with kids and family","I always idmire thus place very safe , relaxing it's a nice plesure to walk around watching lots of people while enjoying what thier doing lots of youngsters some of them doing thier practice for thier activities at school it's also good for old people very relaxing , my parent having a great time when I brought them ..."
"Alu H","Davao City, Philippines","March 8, 2016","An Oases at the hear of the metropolis","Very relaxing place, the rainforest add the coolness of the park, the lifesize statue. Nice place for family"
"Racq","Manila, Philippines","March 5, 2016","Not well maintained","The Park is more of a jogging area with several cartoon characters in the form of statues. The children will surely enjoy them. There's almost no grass, the area is mostly cemented. The surroundings are filled with dried leaves and quite filthy. The comfort room...More"
"Tins C","Davao del Sur Province, Philippines","February 26, 2016","ethnic natures park","a combination of ethnic art originals of davao city being a dabawenyos, a perfect nature park, best place for zumba every weekends. it's good for walking while enjoying the ambiance."
"wildlfower777","Al Ain, United Arab Emirates","February 25, 2016","Davao City's own ""Central Park""","The place used to be an athletic oval playground but the city decided its too small and too crowded for such. So, they converted it into a public park and launched a contest for its name. Thus, it earned its very appropriate name ""People's Park""....More"
"Argdds","Davao City, Philippines","February 20, 2016","People's Park","If you want to unwind visit Davao's people park, You can take pictures with Dagkong Rebulto, You can be fit also kay you can Jog or exercise. There's a lot of folk exercising evry afternoon. Clean and not so crowded. 😀"
"larry0123","Overland Park, Kansas","February 19, 2016","and ever changing park","got to go in during a time that it was closed, thank you Mr. security guard. different stuff goes up during the seasons. i came in just at the end of Christmas"
"Michael L","Davao, Davao City, Philippines","February 18, 2016","Clean and safe","A small, though not uninteresting pocket park in the center of the city with so,e interesting local sculptures and comfortable seating. It's safe, and a good place to rest weary legs."
"Chatham, Canada","Chatham, Canada","February 17, 2016","Park in the City","Large park in the city of Davao. A lot to see, sculptures, botanical gardens, great for early morning walks and safe. I liked it."
"Jake2014jake","Pasig, Philippines","February 2, 2016","A park and mini forest at the heart of the city!","The place is a nature park, an amusement park, and an activity center rolled into one. It is a nature park because you would never expect to see a little forest in the heart of a bustling city like Davao City and yet in the center is a real mini forest, where one could lounge and relax. Filled with numerous statutes with which you could have your photo taken, the place is also an amusement park which will delight the young and the old alike. And finally, during weekend mornings, the park becomes an activity and sports center, where you could do some running or jogging. There is also a zumba session for those so inclined. Both are events which attracts many participants, both locals and tourists. I myself witnessed the zumba and the jogging during the Sunday morning that I visited. If only all the cities in the country would have a park such as this one, the country would definitely have a happier and healthier people."
"peterP843QB","Gawler, Australia","January 28, 2016","Relaxing","A pleasant place to walk around worth the time.Unusual statues with plenty of great photo opportunities"
"kiwiboyz12"," ","January 28, 2016","Good place to hang out","My second visit to People's park and it's a very nice place to hang out.Centrally located so it can be used as a meeting point to then head out for dinner."
"Mary A","Sumner, Washington, United States","January 23, 2016","First time visit!","It's a great place....lot's of people. I went there with my family during Christmas Holiday. We went there in the afternoon but I think it's so nice when you go there at night."
"bluearmy10000","Manchester, United Kingdom","January 22, 2016","En masse family visit pre new year","Very very busy, Great atmosphere. Fantastic for kids , ended up with a lot of sweaty, happy children"
"bambi_jimenz","Cagayan de Oro, Philippines","January 21, 2016","Truly for the people","What I like about this place, is the big eagle at the center of the park. My family and I went to Davao last year. We enjoyed posing for pictures at the many colorful places there especially at night. The lights just add to the attraction because we went there January 1 of last year so Christmas lights abound. I like to go back there again."
"Jay S","Davao City, Philippines","January 21, 2016","Free, Safe and Nice - A Reflection of Davao City","I love it here since you can walk around with the family without having to worry about anything. Admission is free, the place is clean, nobody is allowed to smoke and you can have gatherings here. Definitely a place to visit at least once for non locals."
"Baguio, Philippines","Baguio, Philippines","January 16, 2016","A complete community park","I jog to People's Park as early as 6am and I was surprised with a number of people doing zumba when I arrive after half an hour.   I though the zumba dance was only for gym members but after a few minutes of observing, I discreetly joined the dance, for free! The experience was really amazing as I danced together with a lot of joiners- from old to young, professionals to tourists!  Tip: Head on to People's Park as early as 5am and secure your space in front of the zumba masters so you can dance and perspire more!"
"Roberto P"," ","January 8, 2016","A lot people come here to see. Need to update.","Good public park that displays the artworks of local artists. But needs bright lighting at night. And needs to update the landscaping"
"Cel C","Cebu City, Philippines","January 6, 2016","Nice place to walk!","Me and my hubby have dating here. Safe place and nice to walk around. Picture-picture within the area."
"Katrina08_23","Davao City","January 6, 2016","Beautiful!","If you just wanna hung around and enjoy nature this place is just right for you. You can jog every morning and enjoy nature's beauty within the city. They also have zumba every Sunday morning. Nice to burn fats and excess cholesterol in a fun...More"
"iamatopmodel","Davao City, Philippines","January 3, 2016","Perfect for recreational activities","Clean and well maintained. It's best to go there on Saturday and Sunday morning for jogging or zumba. Their free session on weekends starts at 6:00 AM."
"Veness Ehrn G","Davao City, Philippines","December 28, 2015","A Glimpse to Mindanao Culture","It is a cozy place for friends and family to stroll , even for couples. One thing I like about this place is the strict regulations that they implemented. It sure keep the place safe, neat and clean for kids and adults. And good for...More"
"Ken Marius F"," ","December 26, 2015","It is a park com on","Ok park for a walk. The have a monky cage++ didnt enjoy this park this much. But with all the amsing things to do in Davao and going to this park after I've been there for 3 weeks. It just got sucked up in to...More"
"yolyg2015","Marikina, Philippines","December 24, 2015","Park at the middle of the city","People's Park is one great park right in downtown Davao. It provides greenery in urban Davao.. a place to breathe, walk, sit and enjoy the place."
"Davao City, Philippines","Davao City, Philippines","December 22, 2015","Renovation needed","The park is fairly clean but it needs renovation (repaint chairs and sculptures), maintenance (please clean the pond, the water is murky and has a lot of moss), please remove the monkey (people are feeding it with junk), and please allow dogs inside. You can...More"
"DMCY2015","Pampanga Province, Philippines","December 15, 2015","Clean Park","The park has a good security measures. Also has a statues that depicts the heritage of Davao. It is also a nice place to jog or to simply walk around the vicinity."
"HurricaneRob","Houston, Texas","December 3, 2015","Quiet place for lovers","I found it very relaxing, at the time I was dating my now wife and her mother and tita were with us.. we talked ahead of them"
"fraser s","Canada","November 28, 2015","Nice place to have a walk","The place is really good for walking. It is quiet and clean. And I feel safe walking around here with my family. A must go to place in Davao."
"Taildrag","Clearwater, Florida","November 25, 2015","A quiet,clean,and beautiful park in the center of the city","My wife and I spent a few hours walking around this very nice park.Very well kept and clean.This park is free to all.There are many areas for children to play and explore.Highly recommend a time there."
"lanaval","Manila, Philippines","November 16, 2015","Needs more lighting","It was a Saturday evening and there were just some few people in the park. It was dark in most areas so we had to watch our step especially on the uneven surface. We only did some picture-taking and left as there was nothing much...More"
"Rickf1","Davao City, Philippines","November 11, 2015","Excellent place to walk/jog","Well maintained and free of diesel fumes. I was here almost every morning for 2 weeks. It was never too crowded even with the Saturday Zumba class. It was great to see many Dabawenyos involved in physical fitness."
"WillandKay","Makati, Philippines","November 7, 2015","Refreshing park","Went there for a lazy Sunday afternoon and to allow my daughter to experiment if her eagle balloon can fly like a kite. We were impressed that it was free but well-kept. Amazed at how homey it feels despite it being a public park. Luscious...More"
"Mandaluyong, Philippines","Mandaluyong, Philippines","November 6, 2015","interesting art works","this is a small park in the middle of the city of Davao that has a bit of everything- benches to sit on, some grassy area for picnics, a playground , a bamboo grove. but strangely, there is loud music blaring at all times. kind...More"
"Tolits09","Davao City, Philippines","October 20, 2015","A park for the masses","Nice place to hangout or just to jog. Well maintained, but the CR is not very clean. You see people from all walks of life. Students, family."
"Irene F"," ","October 13, 2015","small but able...","you would think this park is just one of the ordinary pastime places in davao. you're correct in a way but if it's your first time to visit the place, there's more to see that deserves appreciation. for one, there are several art structures that...More"
"John Elbert H"," ","October 7, 2015","Yes, it is!","Yes it is really people's park. Nice place to visit. We stayed there for almost 2 hours. The music around the park makes the place more relaxing."
"Paulhudds2015","Singapore, Singapore","September 23, 2015","Its a park","Does what it says. Its a park. But not a lot of grass! Lots of concrete though... It has plenty of figures designed by local artists highlighting the city and the surrounding area, which are kinda fun. But overall, a park. If you have a...More"
"hijaviajeraph","Quezon City, Philippines","September 22, 2015","Resting, Educational Park","I love those big statues that represents Dabawenyos traditions and cultures. What strikes to me is the big Philippine Eagle sculpture near the entrance. Also the miniature of the whole DAVAO island inside is amazing. #thumbsup"
"Vince M"," ","September 20, 2015","It's really people's park","Located in the middle of the city, a good place to refresh and take refuge from the city's noise and busyness."
"Nelle258","Quezon, Philippines","September 16, 2015","Meet Local","If your travelling to understand or know how the locals go night out, try visiting People's Park on a Sunday night. We went their Sept 6 a sunday and people gathered for a Singing contest and spend time out of the house. They looked really...More"
"Melbourne, Australia","Melbourne, Australia","September 15, 2015","A relaxing area to visit.","A lovely place to visit , morning , noon or night it always seems to be busy with people just walking or even doing there jogging on the large path that surrounds the park internally , plenty of shade and an hour or 2 spent...More"
"Sarah A","China","September 2, 2015","Ok but Not a must","Have been there and it is ok la .... If have time go up to my apo to get some green - is mich better ;) is a ok option to see some local night life as many local go there..."
"Bryce C","Metro Manila, Philippines","September 1, 2015","Family friendly park frequented by the locals.","Seems like an average maintained public park. The fact that lighters, cigarettes, and food vendors are prohibited from entering contributes to an average cleanliness level. But it can be cleaner and better maintained for sure. Of course, don't expect an Ayala-ish kind of vibe from...More"
"Ma Cristina M","Muntinlupa, Philippines","August 27, 2015","Forest in the City","The Park is situated in the heart of the city right across Casa Leticia at the corners of Jose Camus and J. Palma Gil streets, and is a walking distance from Apo View Hotel, Mandaya Hotel, shopping malls, restaurants, bars, coffee shops, commercial establishments, and...More"
"realsheenamae","Davao City, Philippines","August 26, 2015","Davao Park","Davaoeños was so excited when this park open. It is good for family picnic. Recommend to visit this place at night to see the fountain show and the beautiful lights inside. There is no entrance fee in entering this park so go and enjoy."
"Sampag1ta","Puerto Galera, Philippines","August 23, 2015","nice park","conveniently located park a quiet oasis in a noisy city, within a noisy city the park is convenient X"
"Jimmer A","Davao City, Philippines","August 13, 2015","Artistic and clean.","People's park is a great place for friends and families to visit. You can see a lot of artworks that the city is proud of."
"Jigz N"," ","August 6, 2015","Forest at the heart of the city","I jog here often and we gather groups here even students tend to make this park a practice area so I would rate this place excellent because its free and maintained. Come and visit because some history is also told in some parts of the...More"
"Davao City, Philippines","Davao City, Philippines","July 26, 2015","Family weekend getaway in the middle of the city","This is one of the most affordable places to visit with the whole family. Kids will enjoy the play park, and the scenery is great for picture taking. This place has been developed for the whole family."
"Joyce C","Iloilo Province, Philippines","July 23, 2015","Interesting place","I liked the idea of putting structures of little brown men, artificial plants, etc, and the diversity of the place. It is also quite wide and there are actually birds walking on the road, giving you a 'nature' feel. Also, I can see that this place is one way of getting together without the cost of paying the venue. Hmm. It's just a shame that they have some sort of opening and closing 'time'."
"Dave F","Melbourne","July 22, 2015","Great park","Very nice park with some great sights to see. The statues are fun to pose with and it is kept clean and tidy."
"Mary Cris N"," ","July 21, 2015","Ordinary Place","Just an ordinary park. If you want to kill your time, you better watch a movie than staying at this park."
"marianne f"," ","July 18, 2015","Nature in the city!","Very romantic park, I must say! My husband and I personally loved the idea of a nature park in the city center. We checked in to a hotel in front and we wanted a breath of fresh air, so we went outside and found this really nice park. You can just walk or jog around it. Eat ice cream and just enjoy being a kid once again. It's really wide and spacious. It's a must see if ever you visit Davao. And don't forget to take a lot of pictures. Make memories...it's forever..."
"davao_dude","Davao City","July 17, 2015","It's a breath of fresh air","You can jog, walk around man-made forest replicas of major forests in the world. This I think is the lung of the Davao City center because of the green environment. A perfect place to hang around with friends and families at no cost. Try feeding the pigeons not with junk food. You can bring pellets for the birds to have healthier meals ;)"
"danalelojo","Makati, Philippines","July 15, 2015","Sadly, it was closed","We are about to go to Pasalubong Center when we got here, but sadly, it was closed yet. We were too early (9:30AM) for the opening. I would love to take a tour to this place and make my review but I guess it will not happen yet.   I will be making my review here once I am able to and to go back to Davao. :)   I can say and perhaps it can be compared to Nayong Pilipino in Manila? Anyway, one way to find out is to get here. :)"
"John Philip P"," ","July 13, 2015","Spacious public park in the city center.","When in Davao, be sure to drop by this park. It's a testament of how clean and green Davao City is. There are also nice restaurants nearby where you can eat local food."
"Philippines","Philippines","July 9, 2015","Enjoying the Green of Nature","Park, plaza, picnic area... a place where you can relax, have fun, be you, and enjoy the fresh air and the beauty of nature in park."
"Iril P"," ","July 3, 2015","""A touch of Davao""","I've been a constant visitor of people's park every time my family is in Davao City, usually twice a year. it's beautiful, clean and a perfect place for family bonding!"
"RicomeetsBhebs","Philippines","July 1, 2015","A very clean and relaxing place","We went there last saturday. The place was so beautiful and clean. They really maintain the cleanliness of the park. And there are securities who will check your things before going in. You will feel so safe during your stay there. And i never saw...More"
"K856FValanb","Davao","July 1, 2015","you've never been to Davao if you've not visited this","Forest in the midst of the city. BEAUTIFUL. A place where you can breathe fresh air in an urban place. Good for personal, group and lovers' time to bond with all its amenities. You will get a glimpse of what is Davao."
"leyopal","Panabo City, Philippines","July 1, 2015","Sara's Park","I always remember this park when the City government of Davao invited Dabawenyos in their ""name-this-park"" campaign. It was the time when Mayor Duterte has beautified this once ""PTA grounds"" into a park. If I have joined the campaign I could have submitted the park...More"
"saf7670","Peterborough, United Kingdom","June 16, 2015","Nice place to relax in Davao... Just wear mosquito repellant !","Visited Peoples park in the heart of Davao, the trees make it a nice sheltered place away from the heat of the city. Still havent figured out what all the odd statues are? The area is full of people walking, jogging or just relaxing ....More"
"ErwinTenTen","Pampanga Province, Philippines","June 14, 2015","Breather in the middle of an urban","Benches underneath a bunch of trees... The park is clean actually it is well maintained. A must see to anyone who are in davao"
"Jan B","Davao City, Philippines","June 12, 2015","good place to tambay","a good place to stay.. with out any expenditure ... place is soo cool clean and have benches to sit."
"Davao City, Philippines","Davao City, Philippines","June 4, 2015","go here at night.its the best","during the day its to hot and you will see all the imperfections. At night is the most fun, you will see a lot of different people here. the always gave a nice photo expo. mind it, this is more an asian park than a...More"
"FlorMiranda","Makati, Philippines","May 10, 2015","A breath of fresh air !","This is a piece of paradise in Davao. Ideal for families, friends, lovers , and even for solitary refection. Davao city is blessed to have this huge expanse of flora and fauna. Best place to jog in the city !"
"wenlong3788","Bacolod, Philippines","May 10, 2015","Well maintained and safe park","Well maintained park and very safe. Security checks before entering makes all those who enter feel safe. The place is good for picture taking as well as excellent place to walk, jog or run."
"larj2013","Quezon City, Philippines","May 4, 2015","urban park","best to hang out with family & friends to do almost anything under the sun...or night! good to see and have a snap with the big sculptures of indigenous people..."
"Peter S","Tasmania, Australia","May 3, 2015","Nice family place","Just to stroll around or lounge in this park is a great experience I visited in November 2014 and hearing the Christmas music playing was wonderful. Young couples parents with kids older couples everyone seemed to enjoy being there just to walk to feed the...More"
"jamjar136","Melbourne","April 29, 2015","Nice clean place","A nice park smack bang in the middle of the city. It's open for a few hours early int he morning for joggers, then closes. opens again in the afternoon and early evening. Nice for a walk, or a jog if you are so inclined."
"Beverly H","Davao City, Philippines","April 27, 2015","Awesome park","Nice park with free zumba. I like the nice sculpture. Kublai Millan is a former highschool classmate and nice to know he designed the sculptures here."
"trippingpt","Makati, Philippines","April 21, 2015","clean","the Mayor really knows how to maintain cleanliness here :) has a lot of activity spots, from doing a regular stroll around the area or enjoying yourself in semi botanical garden within the busy city."
"Limay, Philippines","Limay, Philippines","April 20, 2015","Fun picture-taking at People's Park","Loved the figures everywhere! we had fun taking pictures of each and every statue there. the central area where benches are beneath the trees is very romantic. we even noticed a couple having their pre-nup pictorial there!"
"MrDestiny","Sydney, Australia","April 14, 2015","Sad about the monkey","Nice public space, more grass and less concrete would be nice. Needs maintenance, especially the concrete characters need repainting. The poor monkey going round and round in a small cage deserves better accomodation."
"KlausDORING","Davao City","April 9, 2015","Nothing special","I have been in the park several times - sad to say, even after several years after its opening - there is nothing very special. Strolling around, sitting on the benches ... that's it."
"tbose","Kolkata (Calcutta), India","March 29, 2015","Fun place","Excellent place for just some plain strolling or a good jog around the place or just sitting around in the benches."
"RoeBut","Antwerp, Belgium","March 14, 2015","beautiful park","beautiful,quiet not really big park. Had a nice walk, and in the weekends you can go for a public zumba at morning"
"superVeee09","Lucena City","March 10, 2015","very nice during the night","if you'll visit people's park do it during the night. well lighted. and don't worry about the safety of davao, it is number 4 in the safest city in the world."
"Ma S"," ","March 3, 2015","it;s ok but really not a park per say","This park is nice. It is right in the middle of town. Only problem is that our backpack and bags were taken away. My son's skateboard was taken away and a number was written on it in permanent marker as well as our bags. THis...More"
"parttimefilo","Coventry, United Kingdom","February 19, 2015","escape","very nice little park where you can hide from the bedlam just outside the fence line shame they had to demolish a football field to get it in"
"Dubai, United Arab Emirates","Dubai, United Arab Emirates","February 12, 2015","Small Park with a Small Fee","A single visit is worth it unless there are new things. Very accessible and entrance has a small fee. Do not be too excited in visiting here. Keep you expectation low but a visit is a must."
"Werner I","Karlskoga, Orebro Lan, Sweden","January 7, 2015","Beautiful park","If you visit Davao city you should take a look here. Not much to do, but beautiful. And the Filipino Eagle are very BIG :) But don´t bring bottles inside, because it makes guards crazy."
"Robert J"," ","January 4, 2015","Nice Park in the middle of Davao City","This is an open park in the center of Davao City. It has walking paths and statues with grassy areas to sit down and relax. Lot's of kids here as it is a good spot for them to run around and play."
"KlausDORING","Davao City","December 31, 2014","A park downtown","You need to relax? You wish to be far away from the city's loud voice? Yeah, here it's indeed quiet and peaceful - and the most important: well-maintained. I miss this in many other places around Davao City. ""Sayang""."
"glow143"," Davao City, Philippines","December 21, 2014",""" great for Zumba enthusiasts ""","The park is a place were we really enjoy the experience of having Zumba in a bigger and wider area . I am one of those who constantly visit during weekends, and in this place I can unwind and sweat a lot to the beat....More"
"Emjae V","Makati, Philippines","December 17, 2014","Quiet and peaceful","The park is quiet and peaceful with lots of space to unwind. Clean, well-maintained and located just at the heart of the city."
"Fourth S"," ","December 15, 2014","Great for strolling!","The park is very wide and the Kublai pieces the best attractions. You can bring food and eat in the benches or set a blanket in the inner of the oval. Children enjoyed watching the fishes in the pond (though it's quite murky now than...More"
"royalim","cavite city","December 13, 2014","wide and quiet","nice place to relax or jog. many place to set and talk a while.clean but many delapadated,shall i say things which is an eye sore.the eagle statue is wonderfull."
"Makati","Makati","December 2, 2014","Good place for free","The name speaks for itself. This place is secured, a trademark of Davao, I guess. The place is clean. Not really that much of a tourist attraction but if you have time to spare, visiting People's Park is not really a bad choice. Plus, it...More"
"Fredontheroad","San Francisco, California","October 21, 2014","great park","in the middle of the city. filled with larger than life sculptures of local life, centered by a huge likeness of the local favorite fruit: durian. always a pleasure to take a walk there"
"MarJho16","General Santos City, General Santos, Philippines","October 6, 2014","Clean park","There were many people, vendors, and it has a clean place because their mayor is really implementing the rules but be careful with pickpockets because you may go home crying."
"TravelBug1469","Manila, Philippines","September 22, 2014","Your ID Please","We went to People's Park very early in the morning, considering the tight itinerary we had on our list. The park is still 'closed' with very few people visible inside. We inquired at non-uniformed men manning the gate. They politely asked from where we were,...More"
"mochiluff","Manila, Philippines","September 12, 2014","relaxing","If you are living in Davao, this place is a very nice place to relax or jog. But if you are a tourist, there is really nothing new to see. It is just a standard park with a playground, park benches and a concrete running...More"
"Rolly M","Las Pinas, Philippines","September 9, 2014","The Safest Park in the Philippines","I like this park because it is Free, clean, open, well-guarded and plenty of place to sit around. I went here alone and tried to look at it as an adult and as a child. I think Families will enjoy this park. There are whimsical...More"
"John G","Newport Beach, California, United States","September 8, 2014","Beautiful setting","Beautiful park with lots of local art and statues. Great place to people watch, enjoy a picnic, walk off a big meal or even use the jogging track. Very safe!"
"R0dent","Austin, Texas","August 27, 2014","People's Park not for everyone","Unless you go for a jog, you can be in and out within 30 minutes. I think people are exaggerating the park's cleanliness and landscaping. I don't mean to offend Filipinos, but this park is noteworthy only by Philippine standards. But to Westerners, it's just...More"
"Singapore, Singapore","Singapore, Singapore","August 20, 2014","not much too see, dancing fountain wasnt really something to check out","and the dancing fountain isnt much vigan have a better dancing fountain might be good for families with kids and lovers who prefers the dark, as the place is not well lighted"
"251Michigan","Lansing, Michigan","June 21, 2014","Terrible","No water falls, everything was closed. several subjects lifting weights next to the Garden area that had no flowers."
"Anna L","Mandaluyong, Philippines","June 17, 2014","unforgettable experience","stayed for 4 hours..waiting for other delegates since the bus going to samal was near here. we had our lunch here and the food is quiet expensive and doesnt taste well..outside there are durian stalls.. and sad is some gives us prices way too hugh...More"
"Globetrotter620701","Philippines","June 16, 2014","A rainy afternoon","I spent an afternoon in the park during my first day in Davao. Its my first time to go there. The park is big, with several attractions. The flowers are beautiful also the place where they held affairs or occasions. They also have a childrens...More"
"AprilCamias","San Pedro, Philippines","June 11, 2014","Luneta Park in Davao","Place to stay for a while and CHILL! this was the Luneta Park residing in Davao. me and my boyfriend made some flying creatures eat piattos :) hahaha"
"fujijohn"," ","May 28, 2014","NICE FAMILY PARK","This place is free and lots of family come to stroll, picnic and play. The park is centrally located close to the downtown area. There are lots of trees really a nice park. We love it here."
"Ecyor","Manila","May 8, 2014","A haven for park lovers within the city","I make it a point to drop by the People's Park whenever I'm in Davao City. After long walks within the city proper, I find my way to this place to unwind and observe the locals. When you go here, make sure you don't bring...More"
"Jeannard Jay T","Baguio, Baguio, Philippines","May 1, 2014","Greens in the City","i like it because it is a goop place to be refreshed and hear the rushing waters and children's laughter in the middle of a busy city. it's located close to hotels, malls, government offices, schools, and even churches. it doesnt offer much activities but...More"
"Minneapolis, Minnesota","Minneapolis, Minnesota","April 21, 2014","Great place to jog in the early AM","Hundreds of people out every morning. Exercises let on Sat & Sun. Am happy my hotel was a few blocks away....no sleeping after 5:30AM close to the park...."
"Mishgreeka","Heraklion, Iraklion, Greece","April 13, 2014","""park""","The park in the evening is a hung-out for the locals,lovers,students and anyone who wish to have some peace of mind.It is clean and safe.Bars & restaurant are just nearby.Nothing but a park !"
"PinayfromTx","Houston, Texas","March 29, 2014","Boring","Nothing much to see and very hot on a summer afternoon. Glad we didn't have to pay an entrance fee. They let us in outside of the usual park hours since we weren't from Davao."
"whygoback","Gili Trawangan, Indonesia","March 22, 2014","Ok Park","The park is decent, and popular, the area around it has some decent food and nightlife. They keep it clean and safe so give it a stroll, then find some diner nearby and then head out for some music all within blocks of here."
"Kimberley_Chong","Kuala Lumpur, Malaysia","January 31, 2014","Popular hang out spot","Seems like a place for people to take evening walks, do group exercises and just sit around to enjoy the night. There is a security check upon entering just for general safety checks. If you stay late enough you can catch the lighted fountain display...More"
"msfinest","Charlotte, North Carolina","January 30, 2014","Great place to relax","People's park is one of the hang outs spots in Davao City, Most people go during afternoon and evening to spend quality time with friends and family, Some do their running in the oval track (500m) of the park early morning especially during Saturday and...More"
"Maricel P","San Pedro, Philippines","January 25, 2014","clean and beautiful park","it was night when we strolled the park and security upon entering the premises was so tight. we have to queue for the inspection of our bags. but the wait is worth it because you will truly appreciate the park.it was a wide park and...More"
"Dee G","Davao City, Davao City, Philippines","January 14, 2014","Not Much to Miss - Visit if You Can","People's Park is located in downtown Davao. Entrance is free, and it's a good place to visit if you have time. There''s not much in it, but it's got these nice statues made by a local artist and I think foreign tourists would love to...More"
"Columbus, Ohio","Columbus, Ohio","January 6, 2014","a safe secure park","A beautiful park in the midst of the city. Beautiful scenery, and walking, running paths. Well secured, NO CRIME!"
"zayki","Mandaluyong, Philippines","December 11, 2013","Good family place but a busy park","I cannot remember when I really went there but there was a lot of teens and college students even at night. But I think this will be a good place for the family on weekends. Clean and lots of spaces where can just bond with the little kids."
"BGonzalez1973","Jewett City, Connecticut","December 11, 2013","Nice Park","A place you can enjoy a nice walk. You can also see some sculptures there. A very safe environment day or night."
"Charina A","Cotabato City, Philippines","December 9, 2013","Nice park","For a public park that is free, I would say that it is an excellent park because it is clean. It also has lots of wonderful sculptures. The security is also strict which is really a good thing. The park is a very relaxing place. The park is also surrounded with restaurants so food is not a problem."
"WanderLustDavao","Davao City","December 5, 2013","Quick break in the heart of the city","Consider it as Davao's lungs. The patches of green make you feel relax and forget that ur in the middle of an urban center. Great for walks and jogs in early mornings and late afternoons, or simply a place to stroll and chat with friends. Tip: free aerobic/Zumba exercises on weekends!"
"Runel Zeth R","Bacolod CIty, Bacolod, Philippines","November 1, 2013","Art park","I enjoyed the park because of the bautiful artwork of smilling kids. and I also enjoyed the doves that are living in that park, they come close to me.hehehe"
"bidnessboi","Davao City, Philippines","October 1, 2013","Worth a look if you have time","It's a little park basically with some areas that are ok for photos. There's no adventure or glamour and it's a hang out for Davao residents.   I walked through there once and it was pleasant.   I don't know that it would be too exciting for foreign visitors whereby Samal, Jack's Ridge, Crocodile Park would be ahead on that list."
"marns_marns","Manila, Philippines","September 17, 2013","Thumbs up for a public park","The park is clean and it is no smoking. You can definitely enjoy your time if you have kids. The sculptures are a real work of art."
"Philippines","Philippines","September 5, 2013","Safe and relaxing!","Before you enter the park policemen will inspect your bags and other belongs for security reasons.The place is well kept.The trees are well groomed.The park is clean and has nice looking statues.Its a good place to rest after rooming around the city.Be sure to take pictures."
"Angelito P","Muntinlupa, Philippines","August 26, 2013","Good enough","Ponds, gardens and stone sculpture. Pastoral. Restful. The restaurants are just outside the complex."
"Cookie O","Davao City, Philippines","August 16, 2013","A sanctuary inside the city","One of the most accessible and nicest places to visit in Davao. Once you enter the park you'll see curious-looking statues and kids running around and visitors taking pictures. The place has a warm and friendly atmosphere that invites everyone in. It's not unusual to...More"
"aki0618","Manila, Philippines","August 13, 2013","great","easy to find it and well kept...and they have toilets so convenient. They are also careful so there""s a security check at the gates...."
"Christine C","Davao City, Philippines","July 31, 2013","Take the Kids","People's Park is a place made for kids. It has sculptures and lots for them to see and do. It is located in the city so you can stop there for a walk or to relax. The statues are created by the famous artist Kublai....More"
"Don L","Mindanao, Philippines","July 30, 2013","OK park, great statues","The best thing about this park is that it is in middle of Davao - an oasis in a crowded, congested city. there are plenty of activities for kids. As well, there are wonderful statues to see created by Kublai, the guru-artist of Davao. I'd...More"
"6452","Davao City, Philippines","July 30, 2013","You shouldn't miss when in Davao","I submit to the artists' excellence in the different sculptures dominating the park. The park not only offer a relaxing place and playground for children but also offers a showcase of Filipino masterpieces. We arrived at the park around 10am. We were told that the...More"
"Dibyne","Davao City, Philippines","July 30, 2013","Kublai's obra","Definitely, one of the city government's greatest projects. This showcase the sculpture of Davao's best artist--- Kublai Millan.. Other than the city's people's park, he has created sculpture in most cities and municipalities of Mindanao.. Also, the place is preserved and is secured by government...More"
"Manila, Philippines","Manila, Philippines","July 26, 2013","safe and clean -- even at night!","this is the one park i've been to where you have street sweepers and park rangers up and about at around 8p.m. it was very safe, clean and brightly lit. i just chilled by the bench watching people jog around. it's a nice place to...More"
"Van G","Cebu City, Philippines","July 1, 2013","One of the Best Parks in the Country","This for me is truly one of the best parks in the country. They also give priority to visiting tourists even if they are closed for the usual rounds of cleaning. What I also love about this park is the huge eagle sculpture that accurately represents Davao for being the City that preserves the Philippine Eagle. This park also houses locals who are into their dance routines and exercises. A must visit when you are in Davao."
"ruzzell m","Tacurong City","May 20, 2013","Gems Center of the City","Way back last 4 years ago when our class going to Davao city, we visited this kind of Park.. I will say, this one of the best Park of the country.. A lot of things that your eyes will enjoyed to see.. also there is mini zoo and falls that man made.. i will definitely come here again when i going back to davao..... :-)"
