"User","Location","Date of Review","Review Title","Review"
"sleep00walker ","Doha, Qatar","November 7, 2012","Mindanao life","This is a rating for: Museo Dabawenyo: Museum of the people of Davao (The new museum) near Osmena Park Took a short visit during the Kadayan Festival and got a quite good impression about life in Mindanao in earlier times. Very good guides show you around and inform you not only about the history of Davao City but also rural life of Mindanao ethincal tribes. Enjoyed and will come again some other time."
"ilyn_03 "," ","September 20, 2012"," "," "
" "," "," ","nice and well maintained Museum","Well it was just our quick stop, we spent like maybe 30-45 minutes in the museum. I must say that the way they were able to preserve the historical items inside was impressive, they were doing a good job on that, and they must keep it up. the only thing I could comment on was the lady that was assigned to guide us inside the museum. she just walked us around instead of providing us the necessary information she just let us roam on our own and read and see the entire place. It could have been nicer if she was enthusiastic and informative."
"buddymigs ","Metro Manila, Philippines","September 18, 2012","Small but informative","When I first went to museo dabawenyo, it was still under repair. The museum is quite small (unlike museums in Manila), but packs many information for tourists and local students. Its a must that you visit Museo Dabawenyo when visiting Davao"
"anne_rainne ","Taguig City, Philippines","August 21, 2012","respect","I asked why I can't take pictures inside. The person in charge said there was a blogger who posted pictures and nasty comments about their museum that's why they prohibited taking pictures inside their museum. Respect people! Respect!"
"hlim34 ","Manila, Philippines","July 14, 2012","knowledgeable staff","the best about it is its free and the fact that the staffs are very knowledgeable about davao and its culture. lots of artifacts inside. they don't accept donations btw..."
"lenie ","almere","July 8, 2012","very small museum","when you have 10 minutes left of your vacation pass here, it is a very small museum in wich you are shown around, don,t expect you can look around yourself, because there is always somebody with saying don,t touch or don,t make pictures and so...More"
"mzzyap8 ","Philippines","April 23, 2012","It's the museum guide that made it special:)","There are definitely larger, older and more established museums than this, but the nice lady guide made it worthwhile. She patiently explained what we were looking at, considering it was our first time in Davao."
"judychristine ","davao","February 11, 2012","informative and entertaining","this has always been one of the places visited during field trips and indeed worth it.."
"Jo B ","Davao City, Philippines","February 6, 2012","komentaryo.....","need more bigger space / congested! original Bagobo family name should be printed on, big Tarpolin pic not advisable for a small space , bigger art space, need a big garden space for functional art/performances ect......."
"Jojo I ","davao ccity","January 10, 2012","thrown back to the past","Interesting to hold some time and reflect on what's happening in the past and present arts.............................................................."
"B_112 ","Quezon City, Philippines","November 7, 2011","Museo Dabawenyo","Museum guide very helpful and accommodating. Space quite small though for the Davao history collection. Small literature for tourists would have been of help though."
"trondolav ","Finnoy, Norway","April 29, 2011"," "," "
" ","","","exelent","this museum focuses on the ethnic history and religion colonization by the Portuguese, Spaniards and Americans until their independence to the present day. museum has a rich selection of art from today's local artists. guiding takes about 1 hour, is completely free and is absolutely...More"
