"User","Location","Date of Review","Review Title","Review"
"Jamie W"," ","August 19, 2016","World's biggest Eagles ","Excellent and very important to visit this establishment to help out endangered species. Eagles were great as were the other animals . All the staff make you feel so welcome. Thoroughly recommend this to ANYONE visiting Davao !!! Thanks for the experience :-)"
"marco v"," ","August 12, 2016","birds birds birds","Nice trip out of the city and you can really get close to the eagles. It is a bit like walking thru the forest. Also bit cooler then downtown so nice on a hot day."
"tanyalou","Manila, Philippines","August 10, 2016","Nature trip - Eagle watching","Worth the Trek from the City. It's a bit far out but a must visit for anybody, even a city-bred-mall-rat like me would be awed by the magnificent beauty of the Philippine Eagle."
"delight_2016","Davao City, Philippines","July 28, 2016","Amazing Philippine Eagle","The kids enjoy the trip, seeing eagles and other kinds of birds on their sanctuary on the centre. There were also many kinds of exotic animals to see and observe and you are in the midst of a protective forest. Very nice and memorable experience."
"Milapablo","Valenzuela, Philippines","July 27, 2016","Awesome Philippine Eagles","First time to see eagles. We had pictures with an Eagle with its open wings. Fighter is awesome too."
"LaiCz"," "," "," "," "
"Paranaque, Philippines","Paranaque, Philippines","July 26, 2016","Philippine Eagle up close","We were here 21st of July 2016. Different species of eagles are in huge cages. We saw one tied to a stand where you can take a closer look. They call him Fighter. I was waiting for him to spread or just flap his wings...More"
"oozingkev","Bacoor, Philippines","July 24, 2016","See the Philippine Eagle","See the only Philippine Eagle conservation center in the country. Enjoy other large birds, owls and mammals to see."
"rowena_morin","Richmond Hill, Ontario","July 24, 2016","Awesome","This place is amazing and eye catching. We enjoyed watching all kinds of Philippine eagles which is now endangered species . they are beautiful and are maintained well"
"macasaetchris","Makati, Philippines","July 20, 2016","One with nature!","Great experience here! Visited this place as part of my birthday celebration. This is the fist time I saw a Philippine Eagle and they are HUGE! Be quite when visiting this place and please turn off your flash. Don't clap or howl at the birds...More"
"Chuwy98","Cebu City, Philippines","July 17, 2016","worth a visit for kids","we spent about an hour at the park. its a typical filipino park/zoo. dont expect it to look like the once abroad but it was clean. the kids enjoyed learning about the Philippine eagle. many interesting facts from our guide."
"Hồng Anh N"," ","July 15, 2016","For eagle and nature lovers!!!","You can observed lots of eagles here, they are so beautiful. Although the construction is not really good but its quite comfortable for these birds. Not lots of activities excepting from watching the birds but if you love the eagle, the Philippines national birds, let's...More"
"jesumjr","Paranaque, Philippines","July 13, 2016","The refuge of the world's largest eagle!","When in Davao City, don't fail to visit the Philippine Eagle Centre, home of the world's largest eagle and located in the outskirts of the world's biggest city in terms of land area. The ride to the center will normally take you about 45 minutes...More"
"virstud","Caloocan","July 13, 2016","Learning to care for the Philippine Eagles","The center is around 1 hour drive away from the city. It is bets to hire cab to get to the place. We learned a lot from our tour inside the center. We saw some of our poor animals who were shot and wounded which...More"
"jedainz"," "," "," "," "
"Davao City, Philippines","Davao City, Philippines","July 7, 2016","A Must Visit To All Tourists Bound For Davao!","I'm sure everyone's been to better zoos but to see majestic Philippine Eagles and even sometimes, very up close is a must for everyone. I've probably been here for more than I can count since I was young and it never gets boring. And stores...More"
"gabbyxiu","Surabaya, Jawa Timur, Indonesia","July 1, 2016","widely natural place in davao","there's many various eagle. beside eagle, many birds have no cage (tied only) but everything was safe for kids. i enjoyed the beautiful garden, flower, and many gazebo area, fresh air and taste durian."
"Hanzo_83","Quezon City, Philippines","June 30, 2016","Educational! Highly Recommended! Eye-opening!","Recommended for children, this place will help kids understand and see what Philippine wildlife is all about. You would see a variety of endemic Birds Of Prey in this place. One thing that could make this better is a visual of what happens if animals...More"
"Katrina08_23","Davao City","June 28, 2016","Need Renovation","The last time I visit, there are only few birds. Sad to see that this is supposed to be the sanctuary of Philippine Eagle but I have a hard time getting through the cages"
"Bani U","Puerto Princesa City, Puerto Princesa, Philippines","June 28, 2016","The Eagles Soar!","My wife and I went to Davao for a short vacation and we found ourselves visiting the center on the second day of our stay. We have no idea actually of the extent of the damage done to the eagle's natural habitat before such visit...More"
"cherry052101","Taguig City, Philippines","June 28, 2016","Birds everywhere","First stop of our tour was in this place. Lucky us we just paid 5.00 each for the entrance in celebration of the independence day. Area was not crowded with guests so you can literally enjoy taking pictures of the birds or with the birds...More"
"Aveeno1991","Manila, Philippines","June 24, 2016","Left in awe...","Our main agenda for the day was a visit to the next door garden resort, however the side trip to the Philippine Eagle Center turned out to be more interesting, eventful and relevant. First, entrance was free as we went Independence Day. The eagle exhibition...More"
"Pitabites","Los Angeles, California","June 23, 2016","Tall trees, beautiful plants and ....","It is very informative and interesting to see the eagles. There's monkeys as well. Its a up and down walk so wear comfortable shoes. Some areas have potholes so kind of a struggle to walk through... There are small shops that sells local handcraft bags,...More"
"nprila"," ","June 19, 2016","Learning and entertaining","I learned a lot. I learned that there are a lot of animals who are extremely endangered. The visit was both entertaining and learning. I hope everyone will be responsible enough not to make our animals a target for 'fun shooting', you wouldn't know he...More"
"aprilsky2016","Davao City, Philippines","June 9, 2016","National bird's sanctuary.","If you are not a nature lover, you cannot appreciate the place. They have philippine eagle and other species of eagles as well as some wild pigs, local deer, monkeys and crocodile. Most of the animals under their care are already endangered species. Make sure to put on insect repellant to avoid the mosquitos. "
"Jamaica B"," ","June 7, 2016","Be Amazed with the Philippine Eagle","I have never seen a Philippine Eagle up close until I visited this place. I was amazed on how strong and fierce it appears."
"michael s","Bacolod, Philippines","June 6, 2016","Educational ","Very good educational trip for the children. It is nice to know that a lot of people support preservation of these animal as shown in the foot walk wherein all donor names are printed."
"AGMMAC","Pasig, Philippines","June 6, 2016","For kids and adults alike","It's good to visit this place when in Davao to see the Philippine eagle and a really huge crocodile. Our son was happy to see the birds there. However, the place needs to be kept clean. The restrooms are dirty and you can see garbage everywhere. There's also no noise control inside. People can get too loud, distracting the animals."
"mike k","Dumaguete City, Philippines","June 2, 2016","Not worth the time to go","The Eagle was nice to see but you have to walk a long distance to even see it and not worth the long walk"
"timballenger","Dumaguete City, Philippines","June 2, 2016","Davao inspection tour","I was somewhat not impressed with this place, I saw almost no information about breeding and release of young eagles and other birds into the wild.  there were a lot of people shouting at other persons in their group that makes a bird sanctuary just another public park. A lot of money has been donated to this place and no real information available."
"milettep2016","Batangas City, Philippines","May 31, 2016","Adventure at the Eagle Sanctuary","The Philippine Eagle Centre in Davao is one interesting place to visit and view eagle and its kinds. It's an amazing opportunity to get great photos of residents eagles and other animals. We even found and had a nice souvenir picture with the handsomest eagle. They want to really preserve the area for a natural and healthy habitat in order for the eagle species to survive and thrive."
"Jigger-Fred"," "," "," "," "
"Philippines","Philippines","May 29, 2016","Eagle Sanctuary","This place is really ideal for a bird sanctuary. Its far from the busy city and the climate is cold. How i wish some of the birds are free to move but maybe the place is not as big and could be very expensive."
"auretanjr","Houston, Texas","May 17, 2016","Must See for Bird Lovers","The Philippine eagle is one of the largest birds in the world It is also called the monkey-eating eagle because the monkey was its main diet until recently. The staff in the sanctuary are very knowledgeable and are trained to raise the eagles for release inthe wild. The only problem is that the general population is not ready for such eventuality. Other type of eagles and hawks are on the property. When visiting, ask to be guided by one of the handlers. A tip of at least $10 will be much appreciated. "
"Asia A","Narra, Philippines","May 11, 2016","Eagles and Animals","The only place you can see the world's largest species of eagles. It is a nice walk and quite interesting. Several types of eagles and hawks can be seen. I really enjoyed the visit."
"Fred1021","Los Angeles, California","May 8, 2016","Informative tour","The tour was very informative. Our tour guide, Puroy, was very knowledgeable on the peculiar characteristics of the Philippine eagle which is an endangered specie. The center is not in its best condition since the center is funded by donations from private citizens and organizations."
"flxmanuel","New York City, New York","April 30, 2016","emotional...","As a child, I have always been fascinated by the Philippine Eagle, from the time I saw one in captivity, I have longed to visit the Philippine Eagle Center in Davao.  A few days before my visit to the Philippine Eagle Center, news came out that “Pamana”, a Philippine Eagle released in the wild last June, was fatally shot in the protected area where she was released. It was devastating news for everyone involved in rescuing her before. A villager in Iligan found her in 2012 and was taken into the center and was treated for a gunshot and was released after undergoing rehabilitation. Despite attempts of the Philippine Eagle Foundation to educate people in protecting the endangered National Bird of the Philippines, there are still people who do not listen. There are less than five hundred Philippine Eagles in the wild today.    The Philippine Eagle Center in Davao is home to at least thirty Philippine Eagles. Most of them suffered from gunshot wounds. There were a lot of foreign volunteers at the center when I visited and it made me wonder why these people are more concerned in helping preserve our National Bird more than other Filipinos.   Among the eagles I saw, it was “Putol” who captured my attention. The eagle’s left wing was clipped by a bullet a few years ago. This eagle, who mightily spreads his broken wing reminds me of how resilient most Filipinos are. I was awed by the beauty and pride this eagle had. I just wish more people would take care of the flora and fauna that we have. I am grateful that people at the Philippine Eagle Center and Philippine Eagle Foundation have devoted their time and effort to give the Philippine Eagle a fighting chance to survive.  The Philippine Eagle Foundation firmly believes that the fate of our vanishing Philippine Eagle, the health of our environment, and the quality of Philippine life are inextricably linked. We are therefore committed to promote the survival of the Philippine Eagle, the biodiversity it represents, and the sustainable use of our forest resources for future generations to enjoy.  The Center is home to 36 Philippine Eagles, 18 of which are captive-bred. It also houses 10 other species of birds, 4 species of mammals and 2 species of reptiles. Simulating a tropical rain forest environment, the Center offers the visitor a glimpse into the country’s forest ecosystem. Although the exhibits are used primarily to help educate the Filipino people on conservation, the facility is also considered a major tourist attraction in Davao City.  You can help save our Philippine Eagle in various ways. Visit the Philippine Eagle Foundation website for more information."
"Manay","Martinsburg, West Virginia","April 28, 2016","Wonderful world","Visiting family in Davao City, it was a privilege to be taking to the Eagle Centre. We in America cherish our eagles, especially the bald eagles. It is to heartwarming to see they do the same in the Philippines. The Centre is well appointed. Wonderful lanes to walk to the location of different birds. There are more birds there than the eagle. A bit more information for visitors would be good. When you go, be sure to take a camera. You will never forget this visit"
"Abi_girl07"," ","April 26, 2016","Long travel. It was just ok. ","So going to Davao city, I know I had to bring my little boys as they might not be able to see a live eagle in the near future, the location is very far, we took a little bus, more like a van going to Calinan and took a tricycle going to the Philippine eagle, the entrance fee is expensive, though yes you will see eagles outside the cage and a lot inside. They need to clean up the space. And yes, lots of mosquitoes but yeah still glad brought my kids. Though you can see Eagles too at crocodile farm. They should lower the entrance fee, instead of building new cr' show about they use the money to clean the surroundings. "
"Talentscrib","Philippines","April 25, 2016","Impressive bird sanctuary","I loud there efforts of taking care of a number of the Philippine Eagle species to ensure they dont go extinct. How i wish they could fly way up though but some wildlife shooters endanger the birds. Ots an educational experience here, One can see an eagle here upclose.. Lots of other birds too"
"Dimple S"," ","April 21, 2016","Surpassed my expectations..","I'm actually hesitant to come here at first, since I'm already used to the ""forest with wild birds"" set-up. It was also not my first time to see eagles, owls and other wild animals. But since I'm a nature lover and are greatly interested in science, I appreciated their detailed explanation of the research. It also seems that they are well-funded for they have some top of the line facility.  You'll learn a lot by visiting this place. "
"dred69","Davao City, Philippines","April 12, 2016","Mother Nature","It was one of the best place to visit, you can see different breed of eagles here and also they showcase to the visitors the life of an eagle. They have also different animals plus they preserved the place, the trees and plants."
"charmed497","manila","April 6, 2016","Well preserved area","You can see here, how the eagles were well taken care of. If you love nature also, this is the place to be. You will be able to appreciate the eagles in the philippines."
"Kuya Rey B","Bukidnon Province, Philippines","April 1, 2016","Come. Gaze. Then Leave. But Amazed.","There is a sign when you enter the gates that says Be Quiet, Young Eagles Are Sleeping. So you must walk slowly, almost meditatively, as you gaze at the Philippine Eagle. They are simply majestic. Do nothing but watch. Do not feed. Do not play...More"
"rr e"," ","March 27, 2016","Educational","When you visit the spot, it will make you realize the importance of conserving the wildlife. My only concern is the lairs where the eaglea kept were so crowded."
"erika d"," ","March 26, 2016","If you are not very fond of eagles and zoos....","Then this is not the place for you to visit. It has an entrance fee of I think P150 and there's nothing much to see but eagles and some other animals. But I like the pavement tho. It has engraving of names of people/family that...More"
"Thea T"," ","March 24, 2016","Great place to visit for nature lovers","The center is a bit far from the city, possibly an hour away or more. Despite the long travel time, I think it is worth it to go there. You will be able to see the famous birds of prey up close (but no THAT...More"
"Nwrzx","Jeddah, Makkah, Saudi Arabia","March 23, 2016","Part of our trip","It's normal park and you see different families of Philippine Eagles. However, park uncomfortable due to a lot of ants and insects."
"Jonathan Christ... B"," "," "," "," "
"Davao City, Philippines","Davao City, Philippines","March 23, 2016","HARING IBON (KING OF BIRDS)","If you want to witness the magnificent Philippines eagle this is the place to be. It is not only an eagle sanctuary they also provide rehabilitation of captured or injured subspecies of birds. It is quite far from the city central but worth it when...More"
"Elvis D","Cagayan de Oro, Philippines","March 18, 2016","Philippine Monkey Eating Eagle","Philippine monkey eating Eagle becoming extinct and this center had been built to protect them from extinction and reproduce them then release some to the forest. You can see also in the Centre crocodiles, monkey & snakes."
"thenavigator8","Manila, Philippines","March 15, 2016","Take care of the endangered species","There are so many kinds of eagle that you can see here. Adopt an eagle for P120,000 a year. If you are here look for Kuya Puroy for some awesome close encounter and photo ops with eagle :)"
"trentvano","tampa FL","March 13, 2016","It was okay","It was neat to see the giant eagles standing around on their pedestals. Also there are little exhibits with a crocodile, some deer, a little monkey island, a wart pig and other types of eagles. Takes a total of 120 pesos to get to the...More"
"Virtual_Angel888","Virac, Philippines","March 9, 2016","See the Phil. National Bird up close","Its thrilling to see the Philippine Eagle, one of the endangered species of eagle in the world today, and not only this, you can also find other types of birds in different cages here. Touring around the area will take around 45 minutes. Lots of...More"
"Racq","Manila, Philippines","March 5, 2016","Very interesting and cozy place","Going to Philippine Eagle center will take about an hour or more depending on traffic. From J. P. Laurel, take a jeep to Bankerohan, fare is PHP 9. Look for L3 terminal going to Calinan, fare is PHP 40. From Calinan, take a tricycle to...More"
"rod m","Dasmarinas City, Philippines","March 5, 2016","Enlightening!","After climbing Mt. Apo, and with a spare day before going back to Manila. We decided to visit the Philippine Eagle Center in Malagos. It more than 1 hour of travel by taxi from Davao City. We enjoyed our visit here and we were enlightened...More"
"ZaySy","Makati, Philippines","February 29, 2016","Fighter!","The entrance fee is really cheap. 5 pesos for adults, 3 pesos for kids.:) The center is fairly clean."
"mnjensen"," "," "," "," "
"Odense, Denmark","Odense, Denmark","February 27, 2016","A nice visit from Davao city","It is a nice place to see the Philippine Eagle and other birds. It was a little in need of maintenance - but I think they are doing their best."
"Herbie A"," ","February 16, 2016","A very nice place and a good cause for Phil. eagle conservation","The place is really nice. Its a conservation place for Phil. eagles and you can really see the beauty of these magnificent birds of prey. I recommend this place for bird lovers and nature lovers as well."
"FKSG","Singapore, Singapore","February 13, 2016","A nice idea","The idea behind this is great. Almost all of the eagles have been rescued from some kind of abuse or saved from death. Eagles are now bred in captivity. With so few Philippine eagles left in the wild, this is important. It is, however, hard...More"
"danmbuen"," ","February 10, 2016","Very nice place for kids and nature lovers","The location is very far from the Davao city town center. I am not sure if it is accessible by public transportation. The place is properly maintained. This is my first time to get that close to eagles; they are huge and magnificent. The trees...More"
"FrogBandit","London, United Kingdom","February 9, 2016","What a bird! Totally worth travelling round the globe to see. Its a conservation programme, NOT a zoo ;)","The place itself is so peaceful. Full of beautiful, majestic and magical birds of prey. Some of them victims of human brutality that live on in the sanctuary and some raised there. But none of the birds rivalled the Philippine eagle. In fact I don't...More"
"Ed K"," ","February 7, 2016","Huge Eagles! ","Great place to understand more about PH Eagles! Good place to spend a weekend afternoon with your family and friends. You can also take close up pictures with the birds!"
"Dan D"," ","February 5, 2016","Nice place lots to see","Lots of birds, monkeys, and other animals. We had a good time here. Only takes a couple hours to walk around. Worth checking out!!"
"Jake2014jake","Pasig, Philippines","February 2, 2016","Up close and personal with the Philippine Eagle!","To get to the place, from the Davao City center, proceed to Bankerohan Market and ride an L300 van to Calinan town. Travel time is at least 1 hour. From Calinan town, it is a 10 minute ride by motorcycle to reach the Center. This...More"
"GANDHILEO"," "," "," "," "
"Hong Kong, China","Hong Kong, China","January 29, 2016","Just weekend trip","Very good place can see the Philippine eagles rare huge must see , good for a day trip and can have lunch there and help preserve this rare Eagles"
"reinavender","Singapore, Singapore","January 22, 2016","Thought it was bigger","I agree with previous reviews that this centre could do better with proper funding. By the time we went to the far end (from the entrance), the Eagles looked sadder and sadder. We were not able to see the feeding and baby eagle areas as they looked abandoned or was restricted from the public. If managed properly, it would have the Jurassic Park kind of feel."
"Jay S","Davao City, Philippines","January 21, 2016","Was Great But Not Maintained Well","I used to visit here multiple times with the family when I was still single and it was a great because all the cages had animals on them.  Now, with other parks to choose from, attendance has gone down and maintenance as expected would not be that good anymore. I wish they innovated or something rather than settled to be just an average animal park."
"Justin G"," ","January 12, 2016","simply amazing!!!","the place is not bad! you could see the eagles everywhere. Could be improved to better cater more visitors. must have more things to do. But over all the experience is memorable"
"Sandrine P","Lausanne, Switzerland","January 5, 2016","Exploring the beautiful eagles of mindanao","I been here so many time since I was young, but every time I have the chance to come is always so fun amazed how beautiful is the birds are, this always a nice park to people who are new here in Davao and who wants to see the amazingly beautiful big eagle of mindanao, and every of my new visitors who came here told me that they loved it! so recommend this place for new visitors to come and see this park. In the park they also have different type of birds, a crocodile, monkeys and little museum, outside you can buy souvenirs and some filipino hand made bags and nice scarfs filipino snacks etc.. for very affordable prices! ( near the shops you can see python snakes and hold them )"
"al22tecc","philippines","January 1, 2016","worth the trip","The center is located inside another park, where you need to pay a small entrance fee. The entrance fee to the center is now at P150.  The center explains how much they spend for the animals' food. I wonder if the entrance fee we pay is enough. The majestic philippine eagles are the highlight. There are other eagles and birds inside but its still the philippine eagle that is the main attraction. What adds to the interest is that these eagles are adopted by different institutions and some of them are quite popular. It is also nice to see the signages that explains when they were born, and who were the birds' parents. Some birds are tied down and not caged, but these are the ones whose wings were damaged and could not fly. However, these birds have adapted and are quite a ramp model, more than willing to strike a pose. However, they only follow their handlers. When we tried to say the same words, no reaction! Try to get a guide to bring you around the place. If none is available, if you see one around, try to tag along. The interaction that these handlers do with the eagles are a sight to see in itself.  There were huge, lush trees and greens all over. However, this also means a lot of mosquitos when 3 or 4pm comes in."
"Zarah C","Gothenburg, Sweden","January 1, 2016","Calm activity, beautiful sights","Beautiful place, amazing to be to up-close to these animals. Would recommend going with a guide if possible, as we didn't and had a lot of questions I feel a guide might've been able to help with."
"majanu","New York City, New York","December 27, 2015","Need real attention to this place","Well it was Christmas eve and we visited this place. We made deal with taxi driver, and spent 10 hours for 1500 peso, including everything if you need ph # of this driver let us know. From Davao we took taxi to illgan city which is 400 km for 6000 peso.  This eagle park is well small but amazing eagles, heart was happy to know at least some portion of government is trying to save those eagles. Took us 30 minutes from airport to go there, our driver knew local road. Traffic was really really bad, one motorcycle driver died in front of us, was hit by truck so local politician should stop bsing about smoking and fire crackers and pay attention to real problems. Davao felt so bad to us, totally dried (i visited manila, subic, bagio, camote, cebu, palawan, boracay and more place in phill in one year) . there is nothing to see other than couple places."
"Rexoy"," "," "," "," "
"Davao","Davao","December 19, 2015","A very good way to appreciate our wildlife","Very informative place, great for kids to know more about the philippine eagle and our wildlife. Bring off to fend off mosquitos, dress to be able to hike around the area comfortably, may get humid and hot, bring water and an extta shirt!"
"richard e","Singapore, Singapore","December 7, 2015","amazing eagles","When visiting Davao, Philippine Eagle Centre is a must ! The Philippine Eagles are just amazing, the size, beauty and its grace while flying will definitely amaze you. The place itself is already old and some structures are dilapidated. Tourists can be generous with their donations to save this endangered species."
"HurricaneRob","Houston, Texas","December 3, 2015","Birds and more cool birds","Don't visit when its too hot, no where to get cooled down. Butthe Birds were well worth the money, you do have a ways to go to get to the Centre from Davao. I suggest renting a van.. DONT use a Taxi.. hard to get a taxi to return trip you "
"LanzSister","Ormoc","December 1, 2015","Commune with nature and its habita.","Trekking and hiking in a green environ and meeting eagles of varied species was such a unique experience of Davao City. These place is really the haven and habitat for eagles."
"Luke T","Gingoog City, Philippines","November 22, 2015","This is one of the high lites of the Philippines to me. Beautiful Creatures both in the air and on a limb of a tree.","My wife and I visited this area during a trip to Davao. While the city is beautiful and one of the safest cities in the world, the visit to see the Eagles touched my heart and I still see the Eagles in my dreams. And as you wander around stop and gaze in the face of the wise owls that are also here. This bird sanctuary is wonderful to see with several types of Eagles, Philippine Eagles, Pacific Coast Eagles and also some awesome Owls. Well worth the visit to see and visit. Stop in and see the animals also."
"rohanforce","Davao City, Philippines","November 16, 2015","Great up hill climb if you're a cyclist!","As a triathlete & cyclist I do a lot of bike riding throughout the region & love riding up hill to the top to be treated by a beautiful sanctuary, with seeing the famous Philippine Eagle!"
"lanaval","Manila, Philippines","November 16, 2015","Needs Maintenance","We did not have the chance to really explore the park because our senior citizen companion could not tolerate long walks anymore. We enjoyed, however, the lush wild-like forest atmosphere with large, tall and old trees of different varieties. The park wasn’t kept well anymore and maybe this could be due to insufficiency in budget for its maintenance. Another plus part was the souvenir shops which offered very colorful native products at low price."
"ukjeprox","Davao","November 12, 2015","Informative day out.","Philippine Eagle Centre is a very interesting attraction. Appart from telling you about the work they do there in the rescue and release programme of the Philippine Eagle there are other animals there that will keep you interested."
"Tet C"," "," "," "," "
"Metro Manila, Philippines","Metro Manila, Philippines","November 12, 2015","Nature trek with the eagles","Visited the center with my kids last Nov 7 (Saturday). We got to the place around 10am and there were very few visitors in the place.  We got lost finding the center, because it was actually located in an inner road. You'll have to take a right turn from the main road, and the sign was not really that visible.  Suggest to bring mosquito patches if you're visiting the center with kids. The place is ok and unique in the sense that the kids appreciated all the different eagles we have, but its really a trek in the forest. There are lots of bugs, flying insects and just to be safe put on off lotion/ mosquito repellent."
"Chrïstïnę B","Sweden","November 5, 2015","Good for Tourists :)","You can learn something from this tourist spot from BIRDS- DIFFERENT WILD ANIMALS :)  This is really influential and really my kinda thing.  It's time for nature and just enjoy the scenery :)   Maybe this time let us appreciate nature, natural born animals and have fun with ourselves & family.  Time to forget your smart phone/s"
"jed1017","Metro Manila, Philippines","November 2, 2015","Not just Eagles","The place is not just eagles, they also have different kinds of birds, monkeys and other animals. There are also a lot of information about the animals in there."
"JayZee007","Metro Manila, Philippines","October 31, 2015","Please Go to Support Our National Treasure","Only here will you see our national bird up close (almost). It's quite a drive from Davao City but worth it to catch a glimpse of these magnificent birds. Though most of them were always high up in the tree branches in their enclosures, there were a couple on ""ground level"" that you could see.   The grounds inside are almost jungle-like, so spray on some insect repellent, though I didn't see any mosquitoes, it's better to be safe than sorry. There's a tiny gift shop and place to buy refreshments. Bathrooms could have used a clean.  What more funding would do to make this place even better! If you're in Davao, please visit!"
"shaofalcis","manila","October 26, 2015","Support Eagle Welfare, make sure to visit when in Davao!","Although the centre needs a lot of rehabilitation, it's still well kept. I'd say that this is a must when you visit Davao, if only to make an effort to donate to the cause of preserving our Philippine eagles."
"agar_floro","Quezon City, Philippines","October 24, 2015","Grea endeavour","I was there last year and I can appreciate the effort to help conserve our Philippine eagle. I guess they need more donors in order to really maintain the place. Since it is like in a semi forrested place, it is not good to go there during rainy season, pathways are quite mossy and slippery. It is quite far from the city and you should maximize the trip by exploring the surrounding area."
"Xyrich","Singapore, Singapore","October 17, 2015","National Bird, The Mighty Philippine Eagle","Located an hour drive from the city, this research facility offers visitors a glimpse of the conservation work for this endangered eagle. Take a van from Bankerohan market to Calinan and transfer to the Philippine Eagle Centre by pedicab."
"RodgerOndat","Chiang Rai, Thailand","October 16, 2015","Worthy Conservation Project","Endangered Eagles are displaced from forest habitat by human activity. Captive-breeding helps them. The Conservation project is located at the Malagos Watershed which is around 10 km north of Calinan or around 40 minutes drive for Davao City. There is a modest entrance fee which helps the center pay for its operation costs. Many high profile companies have adopted the eagles being maintained at the breeding Center. A few of the eagles are wild and are being treated for injuries at the center. In August one of those rehabilitated eagle released back into the wild was Murdered. I hope that with more public education and community involvement, Filipinos would have a better appreciation of these majestic bird and allow them to fly high and flourish."
"Rina S"," ","October 13, 2015","Eagles all around","Quite far from downtown but the trip is really worth it. My first time to see the eagles. Tip: pasalubong are available at the park's entrance. They are cheaper than in downtown."
"Paulhudds2015","Singapore, Singapore","September 23, 2015","up in the woods!","It is a bit of a drive out of Davao, but well worth it. Not expensive for a ticket, but you get to see plenty of birds native to the Philippines which are really beautiful!   The star is the Philippine eagle of course!  There are plenty of cards around to tell you about what you are seeing, and tours available if you wish to have a guide.  Best of all, last time I was there, a docile snake you get to pick up and have your picture with! Not sure what type of snake, maybe a python. But she was BIG! Kinda cool..."
"Morris98","Davao City, Philippines","September 21, 2015","Our King can Fly","This review is based on my experience as a volunteer for the Philippine Eagle Center and what I know about it. :D The Center is home to 36 Philippine Eagles, 18 of which are captive-bred. There are also other birds and animals in the center . The center serves as the research, breeding and conservation facility for the Philippine Eagle. TRIVIA: The center is the only facility that is permitted to take care of the Philippine Eagle , so if you want to have a close encounter with this majestic bird, do visiti the center whenever you have a trip in Davao City. about an hour drive from the city and can be reached either by private or public transport. Buses going to Calinan depart every 15 minutes from the Annil Terminal located at corner Quirino and San Pedro Extension. Bus fare is at P30. From Calinan, take a pedicab going to the PEC. You can also ride a single motorcycle at P30 per motorcycle (P15 per person) .Entrance fee is P100 for adults and P50 for Kids.."
"Anna May V","Pasig, Philippines","September 19, 2015","A Solid Advocacy","Entrance is at 150p per head (adults). The place is huge, and offers food. You may also buy fruits from the stalls outside (at ridiculously low prices) and munch on it while wandering around.   They have a selection of birds, mostly eagles. There was also a crocodile, a pen for a warty pig (did not see it, though) and a Grass Owl.   It would have been good to have a guide (we did not inquire anymore as it was only one stop in our itinerary), we feel it would have made for a richer experience.  The eagles are well groomed and look healthy. It must not be easy to maintain a place like this and my appreciation goes to the folks behind the foundation."
"bulakbol76","Cebu City, Philippines","September 14, 2015","your chance to see these majestic eagles","visited in the afternoon and were a bit daunted by the number of vehicles streaming in (we went on the Sunday of Kadayawan sa Davao, their annual festival). however, the center is pretty big so people spread out in the park area. enjoyed seeing the majestic Philippine Eagles although we felt we missed out on key information about habits, habitat, etc. Also had a nice time just walking among the plants and trees, which were different fro other places we had been to. also very handy that is was about 5 minutes away from Malagos Eco Gardens as it meant the total driving time in and out of the city proper worth the effort. "
"jopin","Manila","September 7, 2015","Good refuge for these endangered eagles","You'd think 32 out of the estimated 800 eagles estimated to still be out alive aren't that many but those are 32 that seemed to be well cared for and that have provided a laboratory for scientists to learn more about the Philippine eagle. Affordable entry fee ($0.10 per person to the grounds plus $3.20 per person to see the animals) but definitely not contributing much to the upkeep. Need to rethink how to make it a more dynamic operation capable of so much more. The grounds were well kept, the keepers we met seemed knowledgeable, the merchandising and posted information we saw were not bad. Something for all children and humans to learn. A cause worth advocating."
"narendra g"," ","September 7, 2015","Picnic ","Very huge Eagles rare must visit and donate them to protect the species It is a must help to protect this species of Eagles thanks We felt like coming here over and over"
"yzhang2015","Puerto Princesa, Philippines","September 5, 2015","Amazing Philippine Eagle","If you're in Davao City don't forget to visit the Philippine Eagle Center..So amazing & peaceful place, relaxing too."
"patrickph"," "," "," "," "
"Manila, Philippines","Manila, Philippines","September 4, 2015","Amazing Eagle Experience ","This was my 2nd visit in 3 years, but this last visit was the best , the caretaker was there and was coaching the eagle - we were able to get great photos :-) a bit far from Davao city , about 1 hr, away but worth the trip. We saw 2 eagles out of the aviary cages. Amazing birds! "
"Kris_ianne","Davao City, Philippines","August 27, 2015","Close To Nature & Wildlife","Seeing the Philippine Eagle up close and personal, but not just the main attraction but also other wildlife animals, some are endangered and other are common to be seen on the zoo.  Not like the other zoo that you see, you can also relax, because it is a nature friendly in which you can breath the fresh air"
"GerlieUy","Negros Occidental, Philippines","August 26, 2015","Highly recommended","I was so awed by the nature of the Philippine eagles. It is the must-go to place when in Davao, though one day must be allotted to do this nature tour. Entertaining ang friendly staff."
