"User","Location","Date of Review","Review Title","Review"
"LolaGo1","Washington DC, District of Columbia","May 28, 2012","TUNNEL VISION OR NOT?","My tour package included 4 sites of Davao City - the Japanese Tunnel is one of these sites. As mentioned in several reviews, the tunnel is very short with only a handful of displays From my tour guide, I learned that the tunnel was discovered during the construction of the highway facing the tunnel.   What impressed me most are the stalactites and stalagmites on the walls of the tunnel. I only noticed them when my tour guide brought them to my attention  For those interested in tunnels used during the World War II, I suggest that a visit to the Malinta Tunnel located in the Corregidor Island be made."
"Christan A","Baguio","May 2, 2012","Historic site","Godd place and has a touch of history but needs to be upgraded to be more relevant."
"Macben_1969","San Fernando La Union, Philippines","April 25, 2012","Quite eerie but nice experience","We went here on our way to the Phil eagle center. The place looks eerie and dark esp since we were the only visitors at that time although there are installed lights inside. While inside the cave you can hear some buzzing/rumbling that reverberates inside the tunnel coming prob coming fr vehicles outside which adds to the eerie feel. The guide showed/told us the interesting sites/stories behind the Golden buddha replica inside and the lifesize japanese army figures inside. There is an entrance fee for a guided tour of this 300m tunnel. A very informative experience you should not miss when visiting Davao. And since this is a resort, you can check also check in their hotel which is perched on top on the hill where the tunnel is. They have a nice pool. Food at the resto isn't so good though."
"joeydvm","Ha'il, Ha'il, Saudi Arabia","April 20, 2012","tunnel experience","the tunnel views are somehow spooky but its okay. They do a hotel within the property but be prepared to have a long stride up to your rooms. They have a pool also if you to splurge to some swimming fancy, right beside their resto..."
"imojen","Manila, Philippines","March 23, 2012","don't expect much","the tunnel is very short with only 2-3 exhibit spaces. no one can give you a tour and the japanese restaurant does not serve any japanese food. but definitely a nice stopover when you are on the road."
"Mark E","Makati City","March 20, 2012","Brings you Back in Time","It simply brings you back in time. The tourist guide was knowledgeable. She answers all our questions regarding the tunnel. It's nice to know that this place has been preserved. We were told that it was discovered at the time the national highway is in construction. Also, it is a longer tunnel but it was cut to just cater to tourists.  Make sure you wear shoes or sandals that you're ready to have wet. The tunnel has a dry to wet flooring and is muddy at some points. Also, make sure that you're ready to dock a bit as some ceilings are low even for an average person."
"maloucastaneda","Cainta, Philippines","February 29, 2012","Japanese’s hide out in Davao during the World War II, now a tourist spot","Japanese Tunnel, entrance fee is 50 pesos per person, about 30 minutes from the town proper, said to be the Japanese’s hide out in Davao during the World War II, now commercialized, turning the area into a tourist spot, and a hotel-restaurant.  Inside the tunnel are statues of Japanese soldiers and fake cages for prisoners. At the time we visited, the tunnel was cut short by a gate. They were renovating the other part of the tunnel then, probably placing more Japanese soldier replicas. Stalactites are starting to form inside the tunnel."
"B_112","Quezon City, Philippines","November 7, 2011","Japanese Tunnel","Not quite what I expected. Short tunnel tour. Basic information on how tunnel was discovered. Guide was unable to answer other questions outside of his usual spiel."
"Davao City, Philippines","Davao City, Philippines","August 30, 2011","Historical place in Davao","This is a historical place in Davao and must be preserved. The owner developed it and now it has a hotel and restaurant and swimming pool. It also has function rooms for groups or special occasions. The place is clean. There's a P50 entrance fee for a guided tour inside the cave."
"codad1946","Davao City, Philippines","June 5, 2011","Should be upgraded","I was looking forward to visiting this place because I live in Davao but had never been. It was good, but I was disappointed that they had not made more of it - probably a funding problem or lack of will, who knows. I thought there would be a museum attached to it, but apparently everything had been removed to a downtown museum, so that was a disappointment too, though to store the stuff at this site would probably have been expensive to do regarding air con, security etc. I think they should open more of the tunnel, even though it is a home for pythons apparently(!) as it goes some 30k according to the guide I seem to remember. They should map it out and give out a guide book or sheet to show where it goes/went and what is at the other end and why. Come on guys, do more with it like this and tracing Japanese and Filipino survivors if there were any etc etc."
"trondolav","Finnoy, Norway","April 29, 2011","can be better","japanese tunnel is worth a visit, but wish that the owners made ​​more out of place, it has the potential to do so much more out of it."
"Sui_Lai","Davao City, Philippines","March 28, 2011","Perfect beauty","Even if I was a local native here in Davao, it was my first time to visit Japanese Tunnel. I fell in love immediately with the place because of its perfect beauty. I was searching for a reception of our wedding when I remembered Japanese Tunnel and it so happened that it's nearer than having it at downtown areas. The name itself captured my eyes because the theme of our wedding was sakura (means cherry blossom. Cherry blossoms is prominent in Japan). Because I personally attended all our wedding details - from invitations, giveaways and cake - they were all cherry blossom inspired. Anyway, we took their wedding package which wasnot so expensive. The package includes food for 100pax, overnight stay and free pool passes. The rooms that we had stayed was nice with the view of their pool below. The food was great and their staff were accommodating and friendly. It was memorable and wonderful experience for me."
"thedude_888","Budd Lake, New Jersey","March 14, 2011","Worth going to","This is living history. You actually get to go into the tunnel and walk around to see how the soldiers lived etc. There are very few WWII places that you can actually walk into and see for yourself. Davao is off the beaten path; if this were in Manila, everybody would of heard of it. If you are in Davao, this is a must see for history buffs. Plus, like a previous review stated, a nice break from the heat. It's at least 20 degrees cooler in there."
"ccduckie","Victoria, Canada","December 8, 2010","Pretty Cool!","I liked this attraction for a couple of reasons -  First of all, yes it is a bit kitschy... there are statues of Japanese soldiers, a 'wishing well,' even a Buddha! I really had fun exploring the tunnel. I hate the heat, and it was such a nice cool place to be on a sunny day. The tour guide was a bit overly friendly, and tried to up sell us on a meal at the restaurant or a stay at the pool, but I didn't mind. If I had known there was a pool, I would have planned to stay the day there! They also have hotel rooms available, and it seemed like a nice option to stay for a night. If I had visitors in Davao I would definitely take them here for a day or a half-day."
"USA","USA","July 23, 2008","Japanese Tunnel worth a LOOK","The tour was short and the guide did not have alot of information. We would stop at one wing of the tunnel and he would say this is where the command center was, this is where they kept supplies. not much information.  The tour cost me 50 pesos per adult, the family that took me said that they seen that I was an American so charged me more. At any rate it was worth $1.25 US just to look it over. The hotel looked very nice and had a nice pool and landscape with flowers. I would have stayed there over night but had alread booked another place."
